FHIR_ID,Arabic_term,Long_definition,NAMC_CODE,NAMC_ID,NAMC_TERM,NAMC_term,NAMC_term_DEVANAGARI,NAMC_term_diacritical,NUMC_CODE,NUMC_ID,NUMC_TERM,Ontology_branches,Reference,Short_definition,Tamil_term,Category
AYU_2069,,"It is characterised by episodes of convulsions with frothing from mouth, stiffness of the extremities in infants. This may be explained by: (a) Altered sensorium akin to a possessive state.",SR03 (MB-2),2142.0,,skandApasmAraH,स्कन्दापस्मारः,(a) Skanda Apasmara,,,,,,,,Ayurveda
AYU_2070,,"the disorder is characterized by vihaṅga gandhi [smell of birds from the body], sasrāvivraṇa paripīḍitaḥ samantāt [generalised discharging lesions], srastāṅagatā [flaccidity/ laxity], sadāhayukta sphōṭaḥ pracita tanuḥ [blister with burning sensation spread on body], sapāka yukta sphōṭaḥ pracita tanuḥ [blisters with suppuration spread on body], kṣatābhibhūtaḥ [afflicted by injuries], atisāraḥ [diarrhoea], jihvāgata vraṇaḥ [ulcers on tongue], tālugata vraṇaḥ [ulcers on palate], galagata vraṇaḥ [ulcers in throat], sphōṭaḥ sandhiṣu punaḥ punaḥ [repeated blisters on joints], niśiyahni pravilīyantē [manifestation/affliction during day and night], vaktra pāka [stomatitis], guda pāka [proctitis], jvaraḥ [fever], śakuni gandha [smell of shakuni/ a type of bird]",MB-3,2143.0,,SakunIgrahaH,शकुनीग्रहः,śakunīgrahaḥ,,,,,,,,Ayurveda
AYU_2071,,"the disorder is characterized by śyāva nīlatvam [black bluish discolouration], karṇa mardanam [rubbing of ears], akṣimardanam [rubbing of eyes], nāsāmardanam [rubbing of nose], kāsaḥ [cough], hidmā [hiccup], akṣivikṣēpa [distracted eye movement], vakra vaktratva [deviation of mouth], vaktra raktatā [redness of mouth], basta gandhatā [odour as goat], jvaraḥ [fever], śōṣa [dryness/wasting/emaciation], harita purīṣa [greenish feces], drava purīṣa [loose stools], gātraṁ vraṇairācitam [limbs filled with ulcers], gātraṁ sphōṭairācitam [limbs filled with blisters], paṅka gandham [muddy odour], asr̥ka sravaṇ [blood discharge], bhinna varca [altered stools, loose motions], dāhaḥ [burning sensation], atipāṇḍu dēhaḥ [excessive paleness of body], śyāva dēhaḥ (vā) [blackish discolouration of body], mukha pākaḥ [stomatitis], vēdanārtaḥ [suffering with pain], dhruvamābhipīḍitam [gets afflicted easily]",MB-4,2144.0,,revatIgrahaH,रेवतीग्रहः,rēvatīgrahaḥ,,,,,,,,Ayurveda
AYU_2072,,"the disorder is characterized by rōdanam [crying], vamiḥ [vomiting], kampaḥ [shivering of body], tandrā [drowsiness/lassitude], rātrau prajāgaraṇaḥ [wakefulness at night], hidmā [hiccup], ādhmānaṁ [abdominal distension], śakr̥ta bhēdaḥ/atisāra [altered bowels/loose stools], pipāsā [thirst], mūtra nigrahaḥ [retention of urine], srastāṅgatā [flaccidity/ laxity], hr̥ṣṭarōmatvam/ hr̥ṣita rūhaḥ [having the hair of the body erect], kākavata pūtigandhitva [crow sent like smell], svapiti sukhaṁ divā [sleeps well in daytime], tr̥ṣṇā [thirst], tiryaka prēkṣaṇam [sideway looking]",MB-5,2145.0,,pUtanAgrahaH,पूतनाग्रहः,pūtanāgrahaḥ,,,,,,,,Ayurveda
AYU_2073,,"the disorder is characterized by atisāraḥ [diarrhoea], kāsaḥ [cough], chardiḥ [vomiting], jvaraḥ [fever], tr̥ṣṇā [thirst], vasāgandhaḥ [odour of animal fat], stanadvēṣaḥ [aversion to breast feeding], durvarṇaḥ [discoloration of the body/ abnormal colour], satataṁ adhaḥ śayō [constant downward gaze], amla gandhiḥ [sour smell], alpa nidratā [less sleep], varcō bhēdaḥ [altered stools, loose motions], vaivarṇya [discolouration], daurgandhyam [bad odour], aṅga śōṣaṇam [emaciation], dr̥ṣṭēḥ sāda [exhaustion/ tired eyes], dr̥ṣṭēḥatiruk [severe pain in eyes], dr̥ṣṭēḥ kaṇḍu [itching in eyes], pōthakī janmaḥ [eruption of red pimples on eyelids], dr̥ṣṭēḥ śūnatā [swelling of eyes], hidmā [hiccup], udvēga [agitation/ anxiety], svara tīkṣṇatā [harsh voice], vēpathuḥ [shivering/tremors], matsya gandhaḥ [fishy smell from body]",MB-6,2146.0,,andhapUtanAgrahaH,अन्धपूतनाग्रहः,andhapūtanāgrahaḥ,,,,,,,,Ayurveda
AYU_2074,,"the disorder is characterized by atisāraḥ [diarrhoea], kāsaḥ [cough], kṣīṇaḥ [emaciation], chardiḥ [vomiting], nētrarōgaḥ [eye diseases], vigandhaḥ [bad odour], bhr̥śaṁ ativēpatē [strong/ frequent tembling of body], udvigna [agitated/ anxious], kampaḥ [tremors], rōdanaṁ [crying], tiryagīkṣaṇam [sideway looking], tr̥ṣṇā [thirst], āntrakūjana [barborygmus/ gurgling sound of intestines], vasāvat visragandhaḥ [smell of raw meat/ animal fat], ēkasyapārśvē śītatvam [coldness on one side of body], uṣṇatvaṁ aparapārśvai [hotnes on another side of body], prarudhyāt [obstructed], saṁlīnaḥ svapiti [baby clings on to the mother and sleeps]",MB-7,2147.0,,SItapUtanAgrahaH,शीतपूतनाग्रहः,śītapūtanāgrahaḥ,,,,,,,,Ayurveda
AYU_2075,,"the disorder is characterized by sirābhirsaṁvr̥tā gātra [marked venous promimence on body], prasanna varṇa vadanaḥ [bright complexion of face], bahvāśī [polyphagia], mūtra tulya gandhi/ gōmūtra samagandhitā [urine / cow urine odour], mlānāṅgaḥ [exhausted body], suruci pāṇi [smooth/ tender palms], suruci pāda [smooth/ tender soles], suruci vaktra [smooth / shiny face], kaluṣa sirāvr̥ta udaraḥ [turbid prominent veins on abdomen], udvēga [agitation/ anxiety], asitābhasirācita udaraḥ [dark coloured veins on abdomen], jvaraḥ [fever], arōcakaḥ [tastelessness], aṅga glapanaṁ [tired body]",MB-8,2148.0,,mukhamaNDikAgrahaH,मुखमण्डिकाग्रहः,mukhamaṇḍikāgrahaḥ,,,,,,,,Ayurveda
AYU_2076,,"the disorder is characterized by dantādaśanaḥ [grinding of teeth/ teeth biting], mūrcchā [syncope/attacks of swooning], vigandhaḥ [bad odour], phēnavamanam [frothy vomitus], vinamyatē c madhyaḥ [bend in the middle], udvēgaḥ [agitation/ anxiety], vilāpa [crying], ūrdhvamīkṣṇaṁ [upward gaze], pratataṁ jvaraḥ [constant fever], vasā sagandham [odour of animal fat], nisaṁjñaḥ [unconciousness], ādhmānaṁ [abdominal distension], pāṇi spandanam [beating movements of hands], pād spandanam [beating movements of legs], tr̥ṭ [thirst], muṣṭi bandhaḥ [clenching of the fist], atisāraḥ [diarrhoea], dainya svaraḥ [weak and feeble voice], vivarṇatā [discolouration], kūjanam [cooing sound], chardiḥ [vomiting], kāsaḥ [cough], hidhmā [hiccup], prajāgaram [sleeplessness/insomnia], kaṇṭha śōṣa [dryness in throat], āsyaśōṣa [dryness in mouth], stananaṁ [sound of hollow cough], ōṣṭha dṁśaṁ [biting of lips], aṅgasaṁkōcaḥ [contracutre of body parts], stambha [rigidity/stiffness], bastābha gandhatā [odour as goat], ūrdhvaṁ nirīkṣya hasanaṁ [upaward gaze and laughing], ēka nētra śōphaḥ [swelling in one eye]",MB-9,2149.0,,naigameShagrahaH,नैगमेषग्रहः,naigamēṣagrahaḥ,,,,,,,,Ayurveda
AYU_2077,,"the disorder is characterized by kampaḥ [tremors], hr̥ṣita rōmatvam [horripilation], svēda [sweating], cakṣurnimīlanam [closure of the eyes], bahirayāmaṁ [body bent outwards], jihvā daṁśaṁ [biting of the tongue], antaḥ kaṇṭhakūjanam [low sound from the throat], dhāvanam [running], viṭasagandhatva [body emiting smell of faeces], krōśanaṁ c śvavat [crying, making sound like a dog]",MB-10,2150.0,,SvagrahaH,श्वग्रहः,śvagrahaḥ,,,,,,,,Ayurveda
AYU_2078,,"the disorder is characterized by rōmaharṣaḥ [Horripilation], muhusrāsaḥ (muhuḥ śvāsaḥ) [Tachypnea], sahasā rōdanam [Sudden cry], jvaraḥ [fever], kāsaḥ [cough], atisāraḥ [diarrhoea], vamathu [vomiting], jr̥mbhā [yawning], tr̥̄ṭ [thirst], śava gandhatāḥ [cadaveric smell], aṅgēṣu ākṣēpa [convulsive movements of body], aṅgēṣu vikṣēpa [convulsive movements of body], śōṣa [dryness/wasting/emaciation], stambha [rigidity/stiffness], vivarṇatā [discolouration], muṣṭi bandhaḥ [clenching of the fist], akṣṇōḥ sruti [lacrimation]",MB-11,2151.0,,pitRugrahaH,पितृग्रहः,pitr̥grahaḥ,,,,,,,,Ayurveda
AYU_2079,,the disorder is characterized by kramāt sarvāṅgasaṅgakṣayaḥ [ghradual emaciation of all body parts],MB-12,2152.0,,SuShkarevatIgrahaH,शुष्करेवतीग्रहः,śuṣkarēvatīgrahaḥ,,,,,,,,Ayurveda
AYU_2080,,,MB-13,2153.0,,asAdhya-SuShkarevatIgrahaH,असाध्य-शुष्करेवतीग्रहः,asādhya-śuṣkarēvatīgrahaḥ,,,,,,,,Ayurveda
AYU_2081,,"the disorder is characterized by prastabdhaḥ/prastabdhākṣaḥ [stiff and rigid eye movements], stanadvēṣī [aversion to breast feeding], mōhaḥ [confusion/delirium], muhurmuhuḥ grahāvēśa [intermittent affliction of graha/ frequent occurrence of infective paediatric conditions], sampūrṇa lakṣaṇa [presenting with complete set of symptoms], kēśaśāta [hairfall], annavidvēṣ [aversion to food], dainya svaraṁ [weak and feeble voice], vivarṇatā [altered complexion], rōdanam [crying], gr̥dhra gandhatvam [smell of vulture], dīrghakālānuvartanam [chronic nature], udarē vr̥tta granthi [round swelling over abdomen], nānāvidhaṁ śakr̥t [different coloured faeces and altered bowel character], jihvāmadhyē nimnatā [sunkening of tongue in the middle], śyāvatālu [black coloured palate]",MB-14,2154.0,,asAdhya-bAlagrahaH,असाध्य-बालग्रहः,asādhya-bālagrahaḥ,,,,,,,,Ayurveda
AYU_2082,,"the disorder is characterized by kr̥śāṅgatā [emaciated/thin / malnourished], kṣāmasvaraḥ [weak and feeble voice], baddhamārutaḥ [retained flatus], baddhamutra [retention of urine], baddhaviṭ [retained stool/contipation], vātagadātura [clinical features of vataja disease]",MC-1,2155.0,,vAtaduShTastanyapAnajanyarogaH,वातदुष्टस्तन्यपानजन्यरोगः,vātaduṣṭastanyapānajanyarōgaḥ,,,,,,,,Ayurveda
AYU_2083,,"the disorder is characterized by bhinnamala [diarrhoea], uṣṇasarvāṅgatā [all body parts become warm], kāmalā [clinical features of jaundice], tr̥ṣṇālu [excessive thirst], pittarōga [clinical features of pitta disease], svēdana [excessive perspiration]",MC-2,2156.0,,pittaduShTastanyapAnajanyarogaH,पित्तदुष्टस्तन्यपानजन्यरोगः,pittaduṣṭastanyapānajanyarōgaḥ,,,,,,,,Ayurveda
AYU_2084,,"the disorder is characterized by chardiḥ [vomiting], jaḍatā [dullness/ frigidity/inactiveness], nidrānvita [sleepiness], lālāluḥ [excessive salivation], śūn vaktra [swollen face], śūnākṣa [swollen eyes], ślēṣmarōgavān [clinical features of kapha disease]",MC-3,2157.0,,kaPaduShTastanyapAnajanyarogaH,कफदुष्टस्तन्यपानजन्यरोगः,kaphaduṣṭastanyapānajanyarōgaḥ,,,,,,,,Ayurveda
AYU_2085,,,MD-1 (SM1Y),2158.0,,dantodgamaH,दन्तोद्गमः,(a) dantodgamaḥ                   (a) dantotbhedaḥ,,,,,,,,Ayurveda
AYU_2086,,"It is characterised by grinding of teeth during sleep. This may be explained by: (a) Vitiation of vata, kapha affecting oral cavity.",SM12 (MD-2),2159.0,,dantaghAtaH,दन्तघातः,(a) dantaghātaḥ,,,,,,,,Ayurveda
AYU_2087,,,MD-3,2160.0,,dantaSabdaH,दन्तशब्दः,dantaśabdaḥ,,,,,,,,Ayurveda
AYU_2088,,,MD-4,2161.0,,akAladantaH,अकालदन्तः,akāladantaḥ,,,,,,,,Ayurveda
AYU_2089,,,MD-5 (SN5Y),2162.0,,ahipUtanA/ahipUtanakaH,अहिपूतना/अहिपूतनकः,"(a) ahipūtanā, (a) ahipūtanakaḥ",,,,Note: Also Classifed under #san@kShudrarogaH#[O],,,,Ayurveda
AYU_2090,,It is characterised by excessive salivation. This may be explained by: (a) Increased kaphadosha.,SM16 (MD-6),2163.0,,mukhasrAvaH,मुखस्रावः,(a) mukhasrāvaḥ     (a) praseka,,,,,,,,Ayurveda
AYU_2091,,It is characterised by redness and swelling in anal region. This may be explained by: (a) Vitiated pitta localising in the anal region.,SM54 (MD-7),2164.0,,gudapAkaH/gudakuTTanam,गुदपाकः/गुदकुट्टनम्,(a) gudapākaḥ                        (a) gudakuṭṭanam,,,,,,,,Ayurveda
AYU_2092,,,MD-8 (SK50),2167.0,,tAlukaNTakaH,तालुकण्टकः,(a) tālukaṇṭakaḥ,,,,,,,,Ayurveda
AYU_2093,,,MD-9 (SK9A),2168.0,,vicCinnaH,विच्छिन्नः,(a) vicchinnaḥ,,,,,,,,Ayurveda
AYU_2094,,"It is characterised by diminution of digestive power, tastelessness, emaciation, abdominal enlargement; may be associated with cough, drowsiness, lassitude, giddiness or dizziness, vomiting and diarrhoea. This may be explained by: (a) Derangement of digestive and metabolic factors, lack of nutrition increasing vata.",SR05 (MD-10),2169.0,,pArigarBikaH,पारिगर्भिकः,(a) pārigarbhikaḥ,,,,,,,,Ayurveda
AYU_2095,,"It is characterised by exhaustion, loss of complexion. This may be explained by: (a) Weakness of primary structural components of the body.",SP9A (MD-11),2170.0,,daurbalyam,दौर्बल्यम्,(a) daurbalyam,,,,Note: Also Classifed under #san@SoNitajanyarogaH#[ED-2],,,,Ayurveda
AYU_2096,,"It is characterised by emaciation, lack of appetite, unctuous, pale face, eyes; may be associated with fever, dry cough, cyanosis of tongue. This may be explained by: (a) Obstruction of channels due to breast milk vitiated by kapha.",SR00 (MD-12),2171.0,,kumAraSoShaH,कुमारशोषः,(a) kumāraśoṣaḥ,,,,,,,,Ayurveda
AYU_2097,,Involuntary passing of urine during sleep. This may be explained by: (a) Defective functioning of apaanavaayu and disturbances in general Vata functioning which controls the mind.,SR01 (MD-13),2172.0,,SayyAmUtratvam,शय्यामूत्रत्वम्,(a) śayyāmūtratvam,,,,,,,,Ayurveda
AYU_2098,,"It is characterised by redness, swelling and discharge from the eyes. This may be explained by: (a) Vitiation of all the three dosha due to vitiated breast milk.",SR04 (MD-14),2173.0,,kukUNakaH,कुकूणकः,(a) kukūṇakaḥ,,,,,,,,Ayurveda
AYU_2099,,,MD-15,2174.0,,rodanaH,रोदनः,rōdanaḥ,,,,,,,,Ayurveda
AYU_2100,,,MD-16 (SN5Y),2176.0,,mahApadmaH,महापद्मः,(a) mahāpadmaḥ,,,,,,,,Ayurveda
AYU_2101,,,MD-17 (SR0Y),2177.0,,Pakka-rogaH,फक्क-रोगः,(a) phakka-rogaḥ,,,,,,,,Ayurveda
AYU_2102,,"It is characterised by undigested foul smelling stools associated with gripping pain, abdominal distension, convulsive movements of body. This may be explained by: (a) Indigestion resulting from vitiation of breastmilk in the mother by all the three dosha.",SM73 (MD-18),2178.0,,kShIrAlasakaH,क्षीरालसकः,(a) kṣīrālasakaḥ,,,,,,,,Ayurveda
AYU_2103,,"the disorder is characterized by vibandhaḥ [constipation], vamathuḥ [vomiting], standaṁśa [biting of the breast], āntrakūjan [barborygmus/ gurgling sound of intestines], ādhmān [abdominal distension], pr̥ṣṭha naman [bending the back], jaṭharōnnamanaiḥ [elevating the abdomen]",MD-19,2179.0,,bAla-koShTharuk,बाल-कोष्ठरुक्,bāla-kōṣṭharuk,,,,,,,,Ayurveda
AYU_2104,,,MD-20 (SM0Y),2180.0,,bAla-hRudayaruk,बाल-हृदयरुक्,(a) hṛdayaruk,,,,,,,,Ayurveda
AYU_2105,,,MD-21 (SN3Y),2181.0,,bAla-guhyaruk,बाल-गुह्यरुक्,(a) guhyaruk,,,,,,,,Ayurveda
AYU_2106,,,MD-22,2182.0,,bAla-pakShAghAtaH,बाल-पक्षाघातः,bāla-pakṣāghātaḥ,,,,,,,,Ayurveda
AYU_2107,,,MD-23,2183.0,,bAla-bastiroga,बाल-बस्तिरोग,bāla-bastirōga,,,,,,,,Ayurveda
AYU_2108,,"It is characterised by pain in the abdomen, excessive salivation, grinding of teeth during sleep, decreased or increased appetite, nausea after meals. This may be explained by: (a) Excessively consumed substances such as blackgram, jaggery, meat, milk etc., it causes vitiated kapha which makes the situation conducive for infestation and growth of infestation.",SQ50 (N),2184.0,,kRumiH/sa~jjAtakRumi,कृमिः/सञ्जातकृमि,(a) kṛmiḥ                                    (a) sañjātakṛmi,,,,,,,,Ayurveda
AYU_2109,,"the disorder is characterized by kaṇḍūḥ [itching], kōthaḥ [wheal like skin eruptions], piṭikā/piḍikā [papules/eruptions], gaṇḍaḥ [nodular swelling]",,2185.0,,bAhyajakRumiH,बाह्यजकृमिः,bāhyajakr̥miḥ,,,,,,,,Ayurveda
AYU_2110,,"the disorder is characterized by kaṇḍūḥ [itching], kōthaḥ [wheal like skin eruptions], piṭikā/piḍikā [papules/eruptions], gaṇḍaḥ [nodular swelling]",NA-1,2186.0,,yUkA,यूका,yūkā,,,,,,,,Ayurveda
AYU_2111,,"the disorder is characterized by kaṇḍūḥ [itching], kōthaḥ [wheal like skin eruptions], piṭikā/piḍikā [papules/eruptions], gaṇḍaḥ [nodular swelling]",NA-2,2187.0,,likShA bAhyakRumiH,लिक्षा बाह्यकृमिः,likṣā bāhyakr̥miḥ,,,,,,,,Ayurveda
AYU_2112,,"the disorder is characterized by kaṇḍūḥ [itching], kōthaḥ [wheal like skin eruptions], piṭikā/piḍikā [papules/eruptions], gaṇḍaḥ [nodular swelling]",NA-3,2188.0,,pipIlikA bAhyakRumiH,पिपीलिका बाह्यकृमिः,pipīlikā bāhyakr̥miḥ,,,,,,,,Ayurveda
AYU_2113,,,NB,2189.0,,AByantara-kRumiH,आभ्यन्तर-कृमिः,ābhyantara-kr̥miḥ,,,,,,,,Ayurveda
AYU_2114,,"the disorder is characterized by vraṇadēśē harṣa [bristling, sense of delightening/paraesthesia at wound site/ hyperesthesia], vraṇadēśē kaṇḍuḥ [itching at wound site], vraṇadēśē tōda [pain at wound site], vraṇadēśē saṁsarpaṇa [feeling of creeping/crawling of worms at wound site], kr̥miṇāṁ ativr̥ddhā tvaka bhakṣaṇa [eating up of skin by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā sirā bhakṣaṇa [eating up of vessels by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā snāyu bhakṣaṇa [eating up snāyu by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā māṁsa bhakṣaṇa [eating up māṁsa by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā taruṇāsthi bhakṣaṇa [eating up cartilage by enlarged kr̥mi], kēśa upadhvaṁsa [loss of hair], śmaśru upadhvaṁsa [loss of mustache], nakha upadhvaṁsa [loss of nails], lōma upadhvaṁsa [loss of body hairs], pakṣmōpadhvaṁsa [loss of eyelashes], raktādhiṣṭhāna janya vikārāḥ [diseases of rakta/ blood borne diseases]",NB-1,2190.0,,SoNitajakRumiH/raktajakRumiH,शोणितजकृमिः/रक्तजकृमिः,śōṇitajakr̥miḥ/raktajakr̥miḥ,,,,,,,,Ayurveda
AYU_2115,,"the disorder is characterized by vraṇadēśē harṣa [bristling, sense of delightening/paraesthesia at wound site/ hyperesthesia], vraṇadēśē kaṇḍuḥ [itching at wound site], vraṇadēśē tōda [pain at wound site], vraṇadēśē saṁsarpaṇa [feeling of creeping/crawling of worms at wound site], kr̥miṇāṁ ativr̥ddhā tvaka bhakṣaṇa [eating up of skin by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā sirā bhakṣaṇa [eating up of vessels by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā snāyu bhakṣaṇa [eating up snāyu by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā māṁsa bhakṣaṇa [eating up māṁsa by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā taruṇāsthi bhakṣaṇa [eating up cartilage by enlarged kr̥mi], kēśa upadhvaṁsa [loss of hair], śmaśru upadhvaṁsa [loss of mustache], nakha upadhvaṁsa [loss of nails], lōma upadhvaṁsa [loss of body hairs], pakṣmōpadhvaṁsa [loss of eyelashes], raktādhiṣṭhāna janya vikārāḥ [diseases of rakta/ blood borne diseases]",NB-1.1,2191.0,,keSAdaH,केशादः,kēśādaḥ,,,,,,,,Ayurveda
AYU_2116,,"the disorder is characterized by vraṇadēśē harṣa [bristling, sense of delightening/paraesthesia at wound site/ hyperesthesia], vraṇadēśē kaṇḍuḥ [itching at wound site], vraṇadēśē tōda [pain at wound site], vraṇadēśē saṁsarpaṇa [feeling of creeping/crawling of worms at wound site], kr̥miṇāṁ ativr̥ddhā tvaka bhakṣaṇa [eating up of skin by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā sirā bhakṣaṇa [eating up of vessels by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā snāyu bhakṣaṇa [eating up snāyu by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā māṁsa bhakṣaṇa [eating up māṁsa by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā taruṇāsthi bhakṣaṇa [eating up cartilage by enlarged kr̥mi], kēśa upadhvaṁsa [loss of hair], śmaśru upadhvaṁsa [loss of mustache], nakha upadhvaṁsa [loss of nails], lōma upadhvaṁsa [loss of body hairs], pakṣmōpadhvaṁsa [loss of eyelashes], raktādhiṣṭhāna janya vikārāḥ [diseases of rakta/ blood borne diseases]",NB-1.2,2192.0,,romAdaH/lomAdaH,रोमादः/लोमादः,rōmādaḥ/lōmādaḥ,,,,,,,,Ayurveda
AYU_2117,,"the disorder is characterized by vraṇadēśē harṣa [bristling, sense of delightening/paraesthesia at wound site/ hyperesthesia], vraṇadēśē kaṇḍuḥ [itching at wound site], vraṇadēśē tōda [pain at wound site], vraṇadēśē saṁsarpaṇa [feeling of creeping/crawling of worms at wound site], kr̥miṇāṁ ativr̥ddhā tvaka bhakṣaṇa [eating up of skin by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā sirā bhakṣaṇa [eating up of vessels by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā snāyu bhakṣaṇa [eating up snāyu by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā māṁsa bhakṣaṇa [eating up māṁsa by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā taruṇāsthi bhakṣaṇa [eating up cartilage by enlarged kr̥mi], kēśa upadhvaṁsa [loss of hair], śmaśru upadhvaṁsa [loss of mustache], nakha upadhvaṁsa [loss of nails], lōma upadhvaṁsa [loss of body hairs], pakṣmōpadhvaṁsa [loss of eyelashes], raktādhiṣṭhāna janya vikārāḥ [diseases of rakta/ blood borne diseases]",NB-1.3,2193.0,,lomavidhvaMsaH,लोमविध्वंसः,lōmavidhvaṁsaḥ,,,,,,,,Ayurveda
AYU_2118,,"the disorder is characterized by vraṇadēśē harṣa [bristling, sense of delightening/paraesthesia at wound site/ hyperesthesia], vraṇadēśē kaṇḍuḥ [itching at wound site], vraṇadēśē tōda [pain at wound site], vraṇadēśē saṁsarpaṇa [feeling of creeping/crawling of worms at wound site], kr̥miṇāṁ ativr̥ddhā tvaka bhakṣaṇa [eating up of skin by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā sirā bhakṣaṇa [eating up of vessels by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā snāyu bhakṣaṇa [eating up snāyu by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā māṁsa bhakṣaṇa [eating up māṁsa by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā taruṇāsthi bhakṣaṇa [eating up cartilage by enlarged kr̥mi], kēśa upadhvaṁsa [loss of hair], śmaśru upadhvaṁsa [loss of mustache], nakha upadhvaṁsa [loss of nails], lōma upadhvaṁsa [loss of body hairs], pakṣmōpadhvaṁsa [loss of eyelashes], raktādhiṣṭhāna janya vikārāḥ [diseases of rakta/ blood borne diseases]",NB-1.4,2194.0,,lomadvIpaH,लोमद्वीपः,lōmadvīpaḥ,,,,,,,,Ayurveda
AYU_2119,,"the disorder is characterized by vraṇadēśē harṣa [bristling, sense of delightening/paraesthesia at wound site/ hyperesthesia], vraṇadēśē kaṇḍuḥ [itching at wound site], vraṇadēśē tōda [pain at wound site], vraṇadēśē saṁsarpaṇa [feeling of creeping/crawling of worms at wound site], kr̥miṇāṁ ativr̥ddhā tvaka bhakṣaṇa [eating up of skin by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā sirā bhakṣaṇa [eating up of vessels by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā snāyu bhakṣaṇa [eating up snāyu by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā māṁsa bhakṣaṇa [eating up māṁsa by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā taruṇāsthi bhakṣaṇa [eating up cartilage by enlarged kr̥mi], kēśa upadhvaṁsa [loss of hair], śmaśru upadhvaṁsa [loss of mustache], nakha upadhvaṁsa [loss of nails], lōma upadhvaṁsa [loss of body hairs], pakṣmōpadhvaṁsa [loss of eyelashes], raktādhiṣṭhāna janya vikārāḥ [diseases of rakta/ blood borne diseases]",NB-1.5,2195.0,,saurasaH,सौरसः,saurasaḥ,,,,,,,,Ayurveda
AYU_2120,,"the disorder is characterized by vraṇadēśē harṣa [bristling, sense of delightening/paraesthesia at wound site/ hyperesthesia], vraṇadēśē kaṇḍuḥ [itching at wound site], vraṇadēśē tōda [pain at wound site], vraṇadēśē saṁsarpaṇa [feeling of creeping/crawling of worms at wound site], kr̥miṇāṁ ativr̥ddhā tvaka bhakṣaṇa [eating up of skin by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā sirā bhakṣaṇa [eating up of vessels by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā snāyu bhakṣaṇa [eating up snāyu by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā māṁsa bhakṣaṇa [eating up māṁsa by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā taruṇāsthi bhakṣaṇa [eating up cartilage by enlarged kr̥mi], kēśa upadhvaṁsa [loss of hair], śmaśru upadhvaṁsa [loss of mustache], nakha upadhvaṁsa [loss of nails], lōma upadhvaṁsa [loss of body hairs], pakṣmōpadhvaṁsa [loss of eyelashes], raktādhiṣṭhāna janya vikārāḥ [diseases of rakta/ blood borne diseases]",NB-1.6,2196.0,,audumvaraH,औदुम्वरः,audumvaraḥ,,,,,,,,Ayurveda
AYU_2121,,"the disorder is characterized by vraṇadēśē harṣa [bristling, sense of delightening/paraesthesia at wound site/ hyperesthesia], vraṇadēśē kaṇḍuḥ [itching at wound site], vraṇadēśē tōda [pain at wound site], vraṇadēśē saṁsarpaṇa [feeling of creeping/crawling of worms at wound site], kr̥miṇāṁ ativr̥ddhā tvaka bhakṣaṇa [eating up of skin by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā sirā bhakṣaṇa [eating up of vessels by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā snāyu bhakṣaṇa [eating up snāyu by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā māṁsa bhakṣaṇa [eating up māṁsa by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā taruṇāsthi bhakṣaṇa [eating up cartilage by enlarged kr̥mi], kēśa upadhvaṁsa [loss of hair], śmaśru upadhvaṁsa [loss of mustache], nakha upadhvaṁsa [loss of nails], lōma upadhvaṁsa [loss of body hairs], pakṣmōpadhvaṁsa [loss of eyelashes], raktādhiṣṭhāna janya vikārāḥ [diseases of rakta/ blood borne diseases]",NB-1.7,2197.0,,jantumAtRu,जन्तुमातृ,jantumātr̥,,,,,,,,Ayurveda
